,MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|SE3
8214,09.12.2023 06:00 - 09.12.2023 07:00,58.82,EUR,
8215,09.12.2023 07:00 - 09.12.2023 08:00,61.41,EUR,
8216,09.12.2023 08:00 - 09.12.2023 09:00,60.0,EUR,
8217,09.12.2023 09:00 - 09.12.2023 10:00,61.24,EUR,
8218,09.12.2023 10:00 - 09.12.2023 11:00,66.02,EUR,
8219,09.12.2023 11:00 - 09.12.2023 12:00,70.0,EUR,
8220,09.12.2023 12:00 - 09.12.2023 13:00,75.75,EUR,
8221,09.12.2023 13:00 - 09.12.2023 14:00,80.0,EUR,
8222,09.12.2023 14:00 - 09.12.2023 15:00,85.63,EUR,
8223,09.12.2023 15:00 - 09.12.2023 16:00,83.5,EUR,
8224,09.12.2023 16:00 - 09.12.2023 17:00,80.08,EUR,
8225,09.12.2023 17:00 - 09.12.2023 18:00,79.04,EUR,
8226,09.12.2023 18:00 - 09.12.2023 19:00,77.43,EUR,
8227,09.12.2023 19:00 - 09.12.2023 20:00,69.45,EUR,
8228,09.12.2023 20:00 - 09.12.2023 21:00,64.46,EUR,
8229,09.12.2023 21:00 - 09.12.2023 22:00,60.41,EUR,
8230,09.12.2023 22:00 - 09.12.2023 23:00,56.84,EUR,
8231,09.12.2023 23:00 - 10.12.2023 00:00,46.18,EUR,
8232,10.12.2023 00:00 - 10.12.2023 01:00,41.72,EUR,
8233,10.12.2023 01:00 - 10.12.2023 02:00,39.22,EUR,
8234,10.12.2023 02:00 - 10.12.2023 03:00,38.3,EUR,
8235,10.12.2023 03:00 - 10.12.2023 04:00,39.01,EUR,
8236,10.12.2023 04:00 - 10.12.2023 05:00,32.37,EUR,
8237,10.12.2023 05:00 - 10.12.2023 06:00,34.36,EUR,
8238,10.12.2023 06:00 - 10.12.2023 07:00,33.67,EUR,
8239,10.12.2023 07:00 - 10.12.2023 08:00,44.7,EUR,
8240,10.12.2023 08:00 - 10.12.2023 09:00,60.86,EUR,
8241,10.12.2023 09:00 - 10.12.2023 10:00,65.78,EUR,
8242,10.12.2023 10:00 - 10.12.2023 11:00,67.35,EUR,
8243,10.12.2023 11:00 - 10.12.2023 12:00,71.4,EUR,
8244,10.12.2023 12:00 - 10.12.2023 13:00,68.85,EUR,
8245,10.12.2023 13:00 - 10.12.2023 14:00,69.24,EUR,
8246,10.12.2023 14:00 - 10.12.2023 15:00,71.39,EUR,
8247,10.12.2023 15:00 - 10.12.2023 16:00,76.39,EUR,
8248,10.12.2023 16:00 - 10.12.2023 17:00,80.3,EUR,
8249,10.12.2023 17:00 - 10.12.2023 18:00,80.44,EUR,
8250,10.12.2023 18:00 - 10.12.2023 19:00,85.42,EUR,
8251,10.12.2023 19:00 - 10.12.2023 20:00,80.76,EUR,
8252,10.12.2023 20:00 - 10.12.2023 21:00,78.05,EUR,
8253,10.12.2023 21:00 - 10.12.2023 22:00,77.14,EUR,
8254,10.12.2023 22:00 - 10.12.2023 23:00,76.14,EUR,
8255,10.12.2023 23:00 - 11.12.2023 00:00,69.16,EUR,
8256,11.12.2023 00:00 - 11.12.2023 01:00,49.31,EUR,
8257,11.12.2023 01:00 - 11.12.2023 02:00,46.25,EUR,
8258,11.12.2023 02:00 - 11.12.2023 03:00,46.15,EUR,
8259,11.12.2023 03:00 - 11.12.2023 04:00,45.55,EUR,
8260,11.12.2023 04:00 - 11.12.2023 05:00,46.65,EUR,
8261,11.12.2023 05:00 - 11.12.2023 06:00,51.01,EUR,
8262,11.12.2023 06:00 - 11.12.2023 07:00,74.59,EUR,
8263,11.12.2023 07:00 - 11.12.2023 08:00,88.93,EUR,
8264,11.12.2023 08:00 - 11.12.2023 09:00,95.63,EUR,
8265,11.12.2023 09:00 - 11.12.2023 10:00,96.91,EUR,
8266,11.12.2023 10:00 - 11.12.2023 11:00,93.36,EUR,
8267,11.12.2023 11:00 - 11.12.2023 12:00,90.68,EUR,
8268,11.12.2023 12:00 - 11.12.2023 13:00,89.31,EUR,
8269,11.12.2023 13:00 - 11.12.2023 14:00,89.41,EUR,
8270,11.12.2023 14:00 - 11.12.2023 15:00,92.9,EUR,
8271,11.12.2023 15:00 - 11.12.2023 16:00,95.92,EUR,
8272,11.12.2023 16:00 - 11.12.2023 17:00,105.51,EUR,
8273,11.12.2023 17:00 - 11.12.2023 18:00,117.99,EUR,
8274,11.12.2023 18:00 - 11.12.2023 19:00,122.64,EUR,
8275,11.12.2023 19:00 - 11.12.2023 20:00,117.83,EUR,
8276,11.12.2023 20:00 - 11.12.2023 21:00,110.72,EUR,
8277,11.12.2023 21:00 - 11.12.2023 22:00,98.81,EUR,
8278,11.12.2023 22:00 - 11.12.2023 23:00,95.79,EUR,
8279,11.12.2023 23:00 - 12.12.2023 00:00,86.82,EUR,
8280,12.12.2023 00:00 - 12.12.2023 01:00,88.05,EUR,
8281,12.12.2023 01:00 - 12.12.2023 02:00,87.06,EUR,
8282,12.12.2023 02:00 - 12.12.2023 03:00,85.62,EUR,
8283,12.12.2023 03:00 - 12.12.2023 04:00,84.42,EUR,
8284,12.12.2023 04:00 - 12.12.2023 05:00,85.38,EUR,
8285,12.12.2023 05:00 - 12.12.2023 06:00,89.03,EUR,
8286,12.12.2023 06:00 - 12.12.2023 07:00,106.3,EUR,
8287,12.12.2023 07:00 - 12.12.2023 08:00,124.07,EUR,
8288,12.12.2023 08:00 - 12.12.2023 09:00,149.93,EUR,
8289,12.12.2023 09:00 - 12.12.2023 10:00,146.59,EUR,
8290,12.12.2023 10:00 - 12.12.2023 11:00,143.88,EUR,
8291,12.12.2023 11:00 - 12.12.2023 12:00,144.28,EUR,
8292,12.12.2023 12:00 - 12.12.2023 13:00,146.42,EUR,
8293,12.12.2023 13:00 - 12.12.2023 14:00,145.84,EUR,
8294,12.12.2023 14:00 - 12.12.2023 15:00,149.81,EUR,
8295,12.12.2023 15:00 - 12.12.2023 16:00,164.72,EUR,
8296,12.12.2023 16:00 - 12.12.2023 17:00,180.83,EUR,
8297,12.12.2023 17:00 - 12.12.2023 18:00,172.06,EUR,
8298,12.12.2023 18:00 - 12.12.2023 19:00,155.0,EUR,
8299,12.12.2023 19:00 - 12.12.2023 20:00,106.46,EUR,
8300,12.12.2023 20:00 - 12.12.2023 21:00,94.41,EUR,
8301,12.12.2023 21:00 - 12.12.2023 22:00,88.48,EUR,
8302,12.12.2023 22:00 - 12.12.2023 23:00,85.42,EUR,
8303,12.12.2023 23:00 - 13.12.2023 00:00,79.4,EUR,
8304,13.12.2023 00:00 - 13.12.2023 01:00,77.33,EUR,
8305,13.12.2023 01:00 - 13.12.2023 02:00,75.26,EUR,
8306,13.12.2023 02:00 - 13.12.2023 03:00,75.52,EUR,
8307,13.12.2023 03:00 - 13.12.2023 04:00,73.18,EUR,
8308,13.12.2023 04:00 - 13.12.2023 05:00,73.02,EUR,
8309,13.12.2023 05:00 - 13.12.2023 06:00,75.45,EUR,
8310,13.12.2023 06:00 - 13.12.2023 07:00,83.1,EUR,
8311,13.12.2023 07:00 - 13.12.2023 08:00,107.04,EUR,
8312,13.12.2023 08:00 - 13.12.2023 09:00,142.61,EUR,
8313,13.12.2023 09:00 - 13.12.2023 10:00,142.61,EUR,
8314,13.12.2023 10:00 - 13.12.2023 11:00,145.85,EUR,
8315,13.12.2023 11:00 - 13.12.2023 12:00,146.15,EUR,
8316,13.12.2023 12:00 - 13.12.2023 13:00,146.51,EUR,
8317,13.12.2023 13:00 - 13.12.2023 14:00,108.66,EUR,
8318,13.12.2023 14:00 - 13.12.2023 15:00,106.94,EUR,
8319,13.12.2023 15:00 - 13.12.2023 16:00,109.4,EUR,
8320,13.12.2023 16:00 - 13.12.2023 17:00,108.66,EUR,
8321,13.12.2023 17:00 - 13.12.2023 18:00,113.68,EUR,
8322,13.12.2023 18:00 - 13.12.2023 19:00,108.63,EUR,
8323,13.12.2023 19:00 - 13.12.2023 20:00,102.41,EUR,
8324,13.12.2023 20:00 - 13.12.2023 21:00,96.58,EUR,
8325,13.12.2023 21:00 - 13.12.2023 22:00,90.88,EUR,
8326,13.12.2023 22:00 - 13.12.2023 23:00,92.35,EUR,
8327,13.12.2023 23:00 - 14.12.2023 00:00,84.25,EUR,
8328,14.12.2023 00:00 - 14.12.2023 01:00,77.34,EUR,
8329,14.12.2023 01:00 - 14.12.2023 02:00,76.3,EUR,
8330,14.12.2023 02:00 - 14.12.2023 03:00,76.94,EUR,
8331,14.12.2023 03:00 - 14.12.2023 04:00,76.8,EUR,
8332,14.12.2023 04:00 - 14.12.2023 05:00,78.54,EUR,
8333,14.12.2023 05:00 - 14.12.2023 06:00,82.57,EUR,
8334,14.12.2023 06:00 - 14.12.2023 07:00,98.48,EUR,
8335,14.12.2023 07:00 - 14.12.2023 08:00,122.61,EUR,
8336,14.12.2023 08:00 - 14.12.2023 09:00,133.87,EUR,
8337,14.12.2023 09:00 - 14.12.2023 10:00,149.98,EUR,
8338,14.12.2023 10:00 - 14.12.2023 11:00,149.98,EUR,
8339,14.12.2023 11:00 - 14.12.2023 12:00,130.34,EUR,
8340,14.12.2023 12:00 - 14.12.2023 13:00,122.5,EUR,
8341,14.12.2023 13:00 - 14.12.2023 14:00,135.8,EUR,
8342,14.12.2023 14:00 - 14.12.2023 15:00,149.96,EUR,
8343,14.12.2023 15:00 - 14.12.2023 16:00,188.37,EUR,
8344,14.12.2023 16:00 - 14.12.2023 17:00,188.04,EUR,
8345,14.12.2023 17:00 - 14.12.2023 18:00,180.63,EUR,
8346,14.12.2023 18:00 - 14.12.2023 19:00,144.4,EUR,
8347,14.12.2023 19:00 - 14.12.2023 20:00,122.97,EUR,
8348,14.12.2023 20:00 - 14.12.2023 21:00,109.28,EUR,
8349,14.12.2023 21:00 - 14.12.2023 22:00,96.2,EUR,
8350,14.12.2023 22:00 - 14.12.2023 23:00,94.46,EUR,
8351,14.12.2023 23:00 - 15.12.2023 00:00,85.57,EUR,
8352,15.12.2023 00:00 - 15.12.2023 01:00,86.13,EUR,
8353,15.12.2023 01:00 - 15.12.2023 02:00,82.93,EUR,
8354,15.12.2023 02:00 - 15.12.2023 03:00,80.1,EUR,
8355,15.12.2023 03:00 - 15.12.2023 04:00,76.55,EUR,
8356,15.12.2023 04:00 - 15.12.2023 05:00,75.16,EUR,
8357,15.12.2023 05:00 - 15.12.2023 06:00,80.41,EUR,
8358,15.12.2023 06:00 - 15.12.2023 07:00,95.97,EUR,
8359,15.12.2023 07:00 - 15.12.2023 08:00,106.95,EUR,
8360,15.12.2023 08:00 - 15.12.2023 09:00,121.5,EUR,
8361,15.12.2023 09:00 - 15.12.2023 10:00,117.44,EUR,
8362,15.12.2023 10:00 - 15.12.2023 11:00,109.97,EUR,
8363,15.12.2023 11:00 - 15.12.2023 12:00,102.75,EUR,
8364,15.12.2023 12:00 - 15.12.2023 13:00,94.13,EUR,
8365,15.12.2023 13:00 - 15.12.2023 14:00,88.3,EUR,
8366,15.12.2023 14:00 - 15.12.2023 15:00,86.34,EUR,
8367,15.12.2023 15:00 - 15.12.2023 16:00,87.7,EUR,
8368,15.12.2023 16:00 - 15.12.2023 17:00,95.77,EUR,
8369,15.12.2023 17:00 - 15.12.2023 18:00,92.65,EUR,
8370,15.12.2023 18:00 - 15.12.2023 19:00,84.91,EUR,
8371,15.12.2023 19:00 - 15.12.2023 20:00,79.6,EUR,
8372,15.12.2023 20:00 - 15.12.2023 21:00,77.01,EUR,
8373,15.12.2023 21:00 - 15.12.2023 22:00,75.7,EUR,
8374,15.12.2023 22:00 - 15.12.2023 23:00,60.8,EUR,
8375,15.12.2023 23:00 - 16.12.2023 00:00,69.47,EUR,
8376,16.12.2023 00:00 - 16.12.2023 01:00,43.65,EUR,
8377,16.12.2023 01:00 - 16.12.2023 02:00,38.57,EUR,
8378,16.12.2023 02:00 - 16.12.2023 03:00,34.47,EUR,
8379,16.12.2023 03:00 - 16.12.2023 04:00,26.79,EUR,
8380,16.12.2023 04:00 - 16.12.2023 05:00,21.89,EUR,
8381,16.12.2023 05:00 - 16.12.2023 06:00,17.35,EUR,
8382,16.12.2023 06:00 - 16.12.2023 07:00,16.42,EUR,
8383,16.12.2023 07:00 - 16.12.2023 08:00,16.54,EUR,
8384,16.12.2023 08:00 - 16.12.2023 09:00,16.67,EUR,
8385,16.12.2023 09:00 - 16.12.2023 10:00,16.15,EUR,
8386,16.12.2023 10:00 - 16.12.2023 11:00,15.59,EUR,
8387,16.12.2023 11:00 - 16.12.2023 12:00,13.85,EUR,
8388,16.12.2023 12:00 - 16.12.2023 13:00,13.19,EUR,
8389,16.12.2023 13:00 - 16.12.2023 14:00,12.39,EUR,
8390,16.12.2023 14:00 - 16.12.2023 15:00,12.71,EUR,
8391,16.12.2023 15:00 - 16.12.2023 16:00,13.77,EUR,
8392,16.12.2023 16:00 - 16.12.2023 17:00,14.17,EUR,
8393,16.12.2023 17:00 - 16.12.2023 18:00,13.81,EUR,
8394,16.12.2023 18:00 - 16.12.2023 19:00,11.5,EUR,
8395,16.12.2023 19:00 - 16.12.2023 20:00,10.74,EUR,
8396,16.12.2023 20:00 - 16.12.2023 21:00,4.95,EUR,
8397,16.12.2023 21:00 - 16.12.2023 22:00,2.22,EUR,
8398,16.12.2023 22:00 - 16.12.2023 23:00,0.03,EUR,
8399,16.12.2023 23:00 - 17.12.2023 00:00,0.01,EUR,
8400,17.12.2023 00:00 - 17.12.2023 01:00,-1.1,EUR,
8401,17.12.2023 01:00 - 17.12.2023 02:00,-1.11,EUR,
8402,17.12.2023 02:00 - 17.12.2023 03:00,-1.11,EUR,
8403,17.12.2023 03:00 - 17.12.2023 04:00,-1.1,EUR,
8404,17.12.2023 04:00 - 17.12.2023 05:00,-0.72,EUR,
8405,17.12.2023 05:00 - 17.12.2023 06:00,-0.11,EUR,
8406,17.12.2023 06:00 - 17.12.2023 07:00,-0.01,EUR,
8407,17.12.2023 07:00 - 17.12.2023 08:00,0.01,EUR,
8408,17.12.2023 08:00 - 17.12.2023 09:00,1.29,EUR,
8409,17.12.2023 09:00 - 17.12.2023 10:00,2.21,EUR,
8410,17.12.2023 10:00 - 17.12.2023 11:00,2.52,EUR,
8411,17.12.2023 11:00 - 17.12.2023 12:00,3.6,EUR,
8412,17.12.2023 12:00 - 17.12.2023 13:00,2.26,EUR,
8413,17.12.2023 13:00 - 17.12.2023 14:00,3.92,EUR,
8414,17.12.2023 14:00 - 17.12.2023 15:00,2.23,EUR,
8415,17.12.2023 15:00 - 17.12.2023 16:00,4.08,EUR,
8416,17.12.2023 16:00 - 17.12.2023 17:00,5.63,EUR,
8417,17.12.2023 17:00 - 17.12.2023 18:00,11.31,EUR,
8418,17.12.2023 18:00 - 17.12.2023 19:00,13.88,EUR,
8419,17.12.2023 19:00 - 17.12.2023 20:00,13.63,EUR,
8420,17.12.2023 20:00 - 17.12.2023 21:00,12.4,EUR,
8421,17.12.2023 21:00 - 17.12.2023 22:00,11.43,EUR,
8422,17.12.2023 22:00 - 17.12.2023 23:00,6.72,EUR,
8423,17.12.2023 23:00 - 18.12.2023 00:00,5.98,EUR,
8424,18.12.2023 00:00 - 18.12.2023 01:00,10.33,EUR,
8425,18.12.2023 01:00 - 18.12.2023 02:00,8.87,EUR,
8426,18.12.2023 02:00 - 18.12.2023 03:00,6.23,EUR,
8427,18.12.2023 03:00 - 18.12.2023 04:00,4.99,EUR,
8428,18.12.2023 04:00 - 18.12.2023 05:00,6.14,EUR,
8429,18.12.2023 05:00 - 18.12.2023 06:00,10.07,EUR,
8430,18.12.2023 06:00 - 18.12.2023 07:00,15.69,EUR,
8431,18.12.2023 07:00 - 18.12.2023 08:00,21.21,EUR,
8432,18.12.2023 08:00 - 18.12.2023 09:00,24.99,EUR,
8433,18.12.2023 09:00 - 18.12.2023 10:00,23.33,EUR,
8434,18.12.2023 10:00 - 18.12.2023 11:00,21.46,EUR,
8435,18.12.2023 11:00 - 18.12.2023 12:00,19.98,EUR,
8436,18.12.2023 12:00 - 18.12.2023 13:00,17.39,EUR,
8437,18.12.2023 13:00 - 18.12.2023 14:00,17.04,EUR,
8438,18.12.2023 14:00 - 18.12.2023 15:00,17.02,EUR,
8439,18.12.2023 15:00 - 18.12.2023 16:00,18.2,EUR,
8440,18.12.2023 16:00 - 18.12.2023 17:00,20.17,EUR,
8441,18.12.2023 17:00 - 18.12.2023 18:00,23.34,EUR,
8442,18.12.2023 18:00 - 18.12.2023 19:00,22.46,EUR,
8443,18.12.2023 19:00 - 18.12.2023 20:00,19.21,EUR,
8444,18.12.2023 20:00 - 18.12.2023 21:00,17.2,EUR,
8445,18.12.2023 21:00 - 18.12.2023 22:00,15.21,EUR,
8446,18.12.2023 22:00 - 18.12.2023 23:00,12.66,EUR,
8447,18.12.2023 23:00 - 19.12.2023 00:00,10.08,EUR,
8448,19.12.2023 00:00 - 19.12.2023 01:00,8.06,EUR,
8449,19.12.2023 01:00 - 19.12.2023 02:00,5.32,EUR,
8450,19.12.2023 02:00 - 19.12.2023 03:00,2.28,EUR,
8451,19.12.2023 03:00 - 19.12.2023 04:00,1.58,EUR,
8452,19.12.2023 04:00 - 19.12.2023 05:00,4.25,EUR,
8453,19.12.2023 05:00 - 19.12.2023 06:00,8.81,EUR,
8454,19.12.2023 06:00 - 19.12.2023 07:00,14.12,EUR,
8455,19.12.2023 07:00 - 19.12.2023 08:00,23.66,EUR,
8456,19.12.2023 08:00 - 19.12.2023 09:00,30.94,EUR,
8457,19.12.2023 09:00 - 19.12.2023 10:00,31.57,EUR,
8458,19.12.2023 10:00 - 19.12.2023 11:00,32.93,EUR,
8459,19.12.2023 11:00 - 19.12.2023 12:00,31.01,EUR,
8460,19.12.2023 12:00 - 19.12.2023 13:00,26.77,EUR,
8461,19.12.2023 13:00 - 19.12.2023 14:00,23.53,EUR,
8462,19.12.2023 14:00 - 19.12.2023 15:00,23.78,EUR,
8463,19.12.2023 15:00 - 19.12.2023 16:00,23.35,EUR,
8464,19.12.2023 16:00 - 19.12.2023 17:00,20.66,EUR,
8465,19.12.2023 17:00 - 19.12.2023 18:00,20.14,EUR,
8466,19.12.2023 18:00 - 19.12.2023 19:00,20.66,EUR,
8467,19.12.2023 19:00 - 19.12.2023 20:00,17.49,EUR,
8468,19.12.2023 20:00 - 19.12.2023 21:00,15.56,EUR,
8469,19.12.2023 21:00 - 19.12.2023 22:00,13.76,EUR,
8470,19.12.2023 22:00 - 19.12.2023 23:00,12.15,EUR,
8471,19.12.2023 23:00 - 20.12.2023 00:00,11.35,EUR,
8472,20.12.2023 00:00 - 20.12.2023 01:00,11.53,EUR,
8473,20.12.2023 01:00 - 20.12.2023 02:00,10.52,EUR,
8474,20.12.2023 02:00 - 20.12.2023 03:00,10.09,EUR,
8475,20.12.2023 03:00 - 20.12.2023 04:00,10.1,EUR,
8476,20.12.2023 04:00 - 20.12.2023 05:00,13.65,EUR,
8477,20.12.2023 05:00 - 20.12.2023 06:00,17.07,EUR,
8478,20.12.2023 06:00 - 20.12.2023 07:00,27.09,EUR,
8479,20.12.2023 07:00 - 20.12.2023 08:00,38.12,EUR,
8480,20.12.2023 08:00 - 20.12.2023 09:00,45.23,EUR,
8481,20.12.2023 09:00 - 20.12.2023 10:00,50.18,EUR,
8482,20.12.2023 10:00 - 20.12.2023 11:00,66.3,EUR,
8483,20.12.2023 11:00 - 20.12.2023 12:00,60.86,EUR,
8484,20.12.2023 12:00 - 20.12.2023 13:00,60.51,EUR,
8485,20.12.2023 13:00 - 20.12.2023 14:00,60.59,EUR,
8486,20.12.2023 14:00 - 20.12.2023 15:00,66.8,EUR,
8487,20.12.2023 15:00 - 20.12.2023 16:00,68.31,EUR,
8488,20.12.2023 16:00 - 20.12.2023 17:00,71.22,EUR,
8489,20.12.2023 17:00 - 20.12.2023 18:00,77.75,EUR,
8490,20.12.2023 18:00 - 20.12.2023 19:00,74.95,EUR,
8491,20.12.2023 19:00 - 20.12.2023 20:00,68.53,EUR,
8492,20.12.2023 20:00 - 20.12.2023 21:00,68.36,EUR,
8493,20.12.2023 21:00 - 20.12.2023 22:00,63.67,EUR,
8494,20.12.2023 22:00 - 20.12.2023 23:00,59.95,EUR,
8495,20.12.2023 23:00 - 21.12.2023 00:00,48.88,EUR,
8496,21.12.2023 00:00 - 21.12.2023 01:00,44.43,EUR,
8497,21.12.2023 01:00 - 21.12.2023 02:00,42.25,EUR,
8498,21.12.2023 02:00 - 21.12.2023 03:00,37.36,EUR,
8499,21.12.2023 03:00 - 21.12.2023 04:00,33.35,EUR,
8500,21.12.2023 04:00 - 21.12.2023 05:00,32.43,EUR,
8501,21.12.2023 05:00 - 21.12.2023 06:00,33.15,EUR,
8502,21.12.2023 06:00 - 21.12.2023 07:00,37.12,EUR,
8503,21.12.2023 07:00 - 21.12.2023 08:00,46.23,EUR,
8504,21.12.2023 08:00 - 21.12.2023 09:00,48.96,EUR,
8505,21.12.2023 09:00 - 21.12.2023 10:00,38.15,EUR,
8506,21.12.2023 10:00 - 21.12.2023 11:00,35.13,EUR,
8507,21.12.2023 11:00 - 21.12.2023 12:00,34.82,EUR,
8508,21.12.2023 12:00 - 21.12.2023 13:00,33.53,EUR,
8509,21.12.2023 13:00 - 21.12.2023 14:00,33.85,EUR,
8510,21.12.2023 14:00 - 21.12.2023 15:00,34.37,EUR,
8511,21.12.2023 15:00 - 21.12.2023 16:00,34.99,EUR,
8512,21.12.2023 16:00 - 21.12.2023 17:00,34.93,EUR,
8513,21.12.2023 17:00 - 21.12.2023 18:00,35.94,EUR,
8514,21.12.2023 18:00 - 21.12.2023 19:00,38.48,EUR,
8515,21.12.2023 19:00 - 21.12.2023 20:00,47.1,EUR,
8516,21.12.2023 20:00 - 21.12.2023 21:00,40.97,EUR,
8517,21.12.2023 21:00 - 21.12.2023 22:00,33.15,EUR,
8518,21.12.2023 22:00 - 21.12.2023 23:00,28.77,EUR,
8519,21.12.2023 23:00 - 22.12.2023 00:00,18.21,EUR,
8520,22.12.2023 00:00 - 22.12.2023 01:00,15.33,EUR,
8521,22.12.2023 01:00 - 22.12.2023 02:00,10.6,EUR,
8522,22.12.2023 02:00 - 22.12.2023 03:00,4.92,EUR,
8523,22.12.2023 03:00 - 22.12.2023 04:00,4.04,EUR,
8524,22.12.2023 04:00 - 22.12.2023 05:00,5.7,EUR,
8525,22.12.2023 05:00 - 22.12.2023 06:00,13.79,EUR,
8526,22.12.2023 06:00 - 22.12.2023 07:00,23.02,EUR,
8527,22.12.2023 07:00 - 22.12.2023 08:00,32.92,EUR,
8528,22.12.2023 08:00 - 22.12.2023 09:00,39.73,EUR,
8529,22.12.2023 09:00 - 22.12.2023 10:00,35.64,EUR,
8530,22.12.2023 10:00 - 22.12.2023 11:00,31.04,EUR,
8531,22.12.2023 11:00 - 22.12.2023 12:00,29.71,EUR,
8532,22.12.2023 12:00 - 22.12.2023 13:00,27.39,EUR,
8533,22.12.2023 13:00 - 22.12.2023 14:00,26.01,EUR,
8534,22.12.2023 14:00 - 22.12.2023 15:00,29.57,EUR,
8535,22.12.2023 15:00 - 22.12.2023 16:00,34.52,EUR,
8536,22.12.2023 16:00 - 22.12.2023 17:00,41.39,EUR,
8537,22.12.2023 17:00 - 22.12.2023 18:00,41.7,EUR,
8538,22.12.2023 18:00 - 22.12.2023 19:00,39.32,EUR,
8539,22.12.2023 19:00 - 22.12.2023 20:00,36.17,EUR,
8540,22.12.2023 20:00 - 22.12.2023 21:00,24.66,EUR,
8541,22.12.2023 21:00 - 22.12.2023 22:00,24.92,EUR,
8542,22.12.2023 22:00 - 22.12.2023 23:00,22.57,EUR,
8543,22.12.2023 23:00 - 23.12.2023 00:00,12.0,EUR,
8544,23.12.2023 00:00 - 23.12.2023 01:00,9.99,EUR,
8545,23.12.2023 01:00 - 23.12.2023 02:00,4.33,EUR,
8546,23.12.2023 02:00 - 23.12.2023 03:00,0.35,EUR,
8547,23.12.2023 03:00 - 23.12.2023 04:00,1.33,EUR,
8548,23.12.2023 04:00 - 23.12.2023 05:00,5.64,EUR,
8549,23.12.2023 05:00 - 23.12.2023 06:00,7.81,EUR,
8550,23.12.2023 06:00 - 23.12.2023 07:00,13.58,EUR,
8551,23.12.2023 07:00 - 23.12.2023 08:00,20.04,EUR,
8552,23.12.2023 08:00 - 23.12.2023 09:00,22.46,EUR,
8553,23.12.2023 09:00 - 23.12.2023 10:00,42.08,EUR,
8554,23.12.2023 10:00 - 23.12.2023 11:00,42.02,EUR,
8555,23.12.2023 11:00 - 23.12.2023 12:00,45.9,EUR,
8556,23.12.2023 12:00 - 23.12.2023 13:00,47.36,EUR,
8557,23.12.2023 13:00 - 23.12.2023 14:00,49.25,EUR,
8558,23.12.2023 14:00 - 23.12.2023 15:00,51.61,EUR,
8559,23.12.2023 15:00 - 23.12.2023 16:00,53.77,EUR,
8560,23.12.2023 16:00 - 23.12.2023 17:00,58.05,EUR,
8561,23.12.2023 17:00 - 23.12.2023 18:00,66.49,EUR,
8562,23.12.2023 18:00 - 23.12.2023 19:00,66.11,EUR,
8563,23.12.2023 19:00 - 23.12.2023 20:00,61.55,EUR,
8564,23.12.2023 20:00 - 23.12.2023 21:00,52.41,EUR,
8565,23.12.2023 21:00 - 23.12.2023 22:00,42.59,EUR,
8566,23.12.2023 22:00 - 23.12.2023 23:00,35.62,EUR,
8567,23.12.2023 23:00 - 24.12.2023 00:00,36.09,EUR,
8568,24.12.2023 00:00 - 24.12.2023 01:00,29.27,EUR,
8569,24.12.2023 01:00 - 24.12.2023 02:00,29.23,EUR,
8570,24.12.2023 02:00 - 24.12.2023 03:00,29.14,EUR,
8571,24.12.2023 03:00 - 24.12.2023 04:00,28.63,EUR,
8572,24.12.2023 04:00 - 24.12.2023 05:00,28.75,EUR,
8573,24.12.2023 05:00 - 24.12.2023 06:00,30.22,EUR,
8574,24.12.2023 06:00 - 24.12.2023 07:00,31.99,EUR,
8575,24.12.2023 07:00 - 24.12.2023 08:00,42.96,EUR,
8576,24.12.2023 08:00 - 24.12.2023 09:00,51.85,EUR,
8577,24.12.2023 09:00 - 24.12.2023 10:00,53.91,EUR,
8578,24.12.2023 10:00 - 24.12.2023 11:00,54.99,EUR,
8579,24.12.2023 11:00 - 24.12.2023 12:00,53.92,EUR,
8580,24.12.2023 12:00 - 24.12.2023 13:00,52.72,EUR,
8581,24.12.2023 13:00 - 24.12.2023 14:00,50.94,EUR,
8582,24.12.2023 14:00 - 24.12.2023 15:00,49.96,EUR,
8583,24.12.2023 15:00 - 24.12.2023 16:00,49.57,EUR,
8584,24.12.2023 16:00 - 24.12.2023 17:00,46.45,EUR,
8585,24.12.2023 17:00 - 24.12.2023 18:00,39.55,EUR,
8586,24.12.2023 18:00 - 24.12.2023 19:00,35.74,EUR,
8587,24.12.2023 19:00 - 24.12.2023 20:00,32.46,EUR,
8588,24.12.2023 20:00 - 24.12.2023 21:00,29.99,EUR,
8589,24.12.2023 21:00 - 24.12.2023 22:00,29.99,EUR,
8590,24.12.2023 22:00 - 24.12.2023 23:00,28.98,EUR,
8591,24.12.2023 23:00 - 25.12.2023 00:00,23.6,EUR,
8592,25.12.2023 00:00 - 25.12.2023 01:00,33.6,EUR,
8593,25.12.2023 01:00 - 25.12.2023 02:00,33.71,EUR,
8594,25.12.2023 02:00 - 25.12.2023 03:00,31.62,EUR,
8595,25.12.2023 03:00 - 25.12.2023 04:00,30.0,EUR,
8596,25.12.2023 04:00 - 25.12.2023 05:00,26.8,EUR,
8597,25.12.2023 05:00 - 25.12.2023 06:00,22.13,EUR,
8598,25.12.2023 06:00 - 25.12.2023 07:00,20.71,EUR,
8599,25.12.2023 07:00 - 25.12.2023 08:00,27.86,EUR,
8600,25.12.2023 08:00 - 25.12.2023 09:00,30.55,EUR,
