,MTU (CET/CEST),Day-ahead Price [EUR/MWh],Currency,BZN|SE3
7827,23.11.2023 03:00 - 23.11.2023 04:00,10.06,EUR,
7828,23.11.2023 04:00 - 23.11.2023 05:00,11.79,EUR,
7829,23.11.2023 05:00 - 23.11.2023 06:00,16.42,EUR,
7830,23.11.2023 06:00 - 23.11.2023 07:00,23.64,EUR,
7831,23.11.2023 07:00 - 23.11.2023 08:00,30.94,EUR,
7832,23.11.2023 08:00 - 23.11.2023 09:00,35.5,EUR,
7833,23.11.2023 09:00 - 23.11.2023 10:00,35.94,EUR,
7834,23.11.2023 10:00 - 23.11.2023 11:00,36.56,EUR,
7835,23.11.2023 11:00 - 23.11.2023 12:00,37.7,EUR,
7836,23.11.2023 12:00 - 23.11.2023 13:00,36.18,EUR,
7837,23.11.2023 13:00 - 23.11.2023 14:00,36.13,EUR,
7838,23.11.2023 14:00 - 23.11.2023 15:00,36.01,EUR,
7839,23.11.2023 15:00 - 23.11.2023 16:00,35.83,EUR,
7840,23.11.2023 16:00 - 23.11.2023 17:00,35.88,EUR,
7841,23.11.2023 17:00 - 23.11.2023 18:00,34.8,EUR,
7842,23.11.2023 18:00 - 23.11.2023 19:00,33.57,EUR,
7843,23.11.2023 19:00 - 23.11.2023 20:00,30.08,EUR,
7844,23.11.2023 20:00 - 23.11.2023 21:00,29.55,EUR,
7845,23.11.2023 21:00 - 23.11.2023 22:00,27.5,EUR,
7846,23.11.2023 22:00 - 23.11.2023 23:00,18.72,EUR,
7847,23.11.2023 23:00 - 24.11.2023 00:00,10.04,EUR,
7848,24.11.2023 00:00 - 24.11.2023 01:00,1.48,EUR,
7849,24.11.2023 01:00 - 24.11.2023 02:00,0.1,EUR,
7850,24.11.2023 02:00 - 24.11.2023 03:00,0.12,EUR,
7851,24.11.2023 03:00 - 24.11.2023 04:00,0.34,EUR,
7852,24.11.2023 04:00 - 24.11.2023 05:00,1.55,EUR,
7853,24.11.2023 05:00 - 24.11.2023 06:00,4.43,EUR,
7854,24.11.2023 06:00 - 24.11.2023 07:00,16.09,EUR,
7855,24.11.2023 07:00 - 24.11.2023 08:00,20.03,EUR,
7856,24.11.2023 08:00 - 24.11.2023 09:00,20.76,EUR,
7857,24.11.2023 09:00 - 24.11.2023 10:00,20.86,EUR,
7858,24.11.2023 10:00 - 24.11.2023 11:00,21.64,EUR,
7859,24.11.2023 11:00 - 24.11.2023 12:00,22.83,EUR,
7860,24.11.2023 12:00 - 24.11.2023 13:00,25.08,EUR,
7861,24.11.2023 13:00 - 24.11.2023 14:00,20.78,EUR,
7862,24.11.2023 14:00 - 24.11.2023 15:00,20.71,EUR,
7863,24.11.2023 15:00 - 24.11.2023 16:00,20.78,EUR,
7864,24.11.2023 16:00 - 24.11.2023 17:00,27.5,EUR,
7865,24.11.2023 17:00 - 24.11.2023 18:00,39.99,EUR,
7866,24.11.2023 18:00 - 24.11.2023 19:00,34.29,EUR,
7867,24.11.2023 19:00 - 24.11.2023 20:00,21.95,EUR,
7868,24.11.2023 20:00 - 24.11.2023 21:00,20.5,EUR,
7869,24.11.2023 21:00 - 24.11.2023 22:00,19.79,EUR,
7870,24.11.2023 22:00 - 24.11.2023 23:00,19.72,EUR,
7871,24.11.2023 23:00 - 25.11.2023 00:00,19.02,EUR,
7872,25.11.2023 00:00 - 25.11.2023 01:00,28.04,EUR,
7873,25.11.2023 01:00 - 25.11.2023 02:00,25.91,EUR,
7874,25.11.2023 02:00 - 25.11.2023 03:00,25.49,EUR,
7875,25.11.2023 03:00 - 25.11.2023 04:00,25.22,EUR,
7876,25.11.2023 04:00 - 25.11.2023 05:00,25.52,EUR,
7877,25.11.2023 05:00 - 25.11.2023 06:00,20.93,EUR,
7878,25.11.2023 06:00 - 25.11.2023 07:00,23.3,EUR,
7879,25.11.2023 07:00 - 25.11.2023 08:00,26.11,EUR,
7880,25.11.2023 08:00 - 25.11.2023 09:00,34.28,EUR,
7881,25.11.2023 09:00 - 25.11.2023 10:00,74.95,EUR,
7882,25.11.2023 10:00 - 25.11.2023 11:00,87.03,EUR,
7883,25.11.2023 11:00 - 25.11.2023 12:00,84.97,EUR,
7884,25.11.2023 12:00 - 25.11.2023 13:00,82.78,EUR,
7885,25.11.2023 13:00 - 25.11.2023 14:00,81.08,EUR,
7886,25.11.2023 14:00 - 25.11.2023 15:00,87.92,EUR,
7887,25.11.2023 15:00 - 25.11.2023 16:00,93.12,EUR,
7888,25.11.2023 16:00 - 25.11.2023 17:00,111.35,EUR,
7889,25.11.2023 17:00 - 25.11.2023 18:00,120.5,EUR,
7890,25.11.2023 18:00 - 25.11.2023 19:00,123.67,EUR,
7891,25.11.2023 19:00 - 25.11.2023 20:00,123.26,EUR,
7892,25.11.2023 20:00 - 25.11.2023 21:00,117.62,EUR,
7893,25.11.2023 21:00 - 25.11.2023 22:00,111.5,EUR,
7894,25.11.2023 22:00 - 25.11.2023 23:00,108.88,EUR,
7895,25.11.2023 23:00 - 26.11.2023 00:00,93.82,EUR,
7896,26.11.2023 00:00 - 26.11.2023 01:00,107.66,EUR,
7897,26.11.2023 01:00 - 26.11.2023 02:00,102.2,EUR,
7898,26.11.2023 02:00 - 26.11.2023 03:00,98.88,EUR,
7899,26.11.2023 03:00 - 26.11.2023 04:00,96.92,EUR,
7900,26.11.2023 04:00 - 26.11.2023 05:00,94.26,EUR,
7901,26.11.2023 05:00 - 26.11.2023 06:00,94.96,EUR,
7902,26.11.2023 06:00 - 26.11.2023 07:00,96.73,EUR,
7903,26.11.2023 07:00 - 26.11.2023 08:00,102.2,EUR,
7904,26.11.2023 08:00 - 26.11.2023 09:00,109.19,EUR,
7905,26.11.2023 09:00 - 26.11.2023 10:00,114.12,EUR,
7906,26.11.2023 10:00 - 26.11.2023 11:00,112.52,EUR,
7907,26.11.2023 11:00 - 26.11.2023 12:00,111.94,EUR,
7908,26.11.2023 12:00 - 26.11.2023 13:00,110.65,EUR,
7909,26.11.2023 13:00 - 26.11.2023 14:00,107.38,EUR,
7910,26.11.2023 14:00 - 26.11.2023 15:00,115.1,EUR,
7911,26.11.2023 15:00 - 26.11.2023 16:00,123.26,EUR,
7912,26.11.2023 16:00 - 26.11.2023 17:00,134.15,EUR,
7913,26.11.2023 17:00 - 26.11.2023 18:00,143.81,EUR,
7914,26.11.2023 18:00 - 26.11.2023 19:00,149.67,EUR,
7915,26.11.2023 19:00 - 26.11.2023 20:00,143.14,EUR,
7916,26.11.2023 20:00 - 26.11.2023 21:00,135.91,EUR,
7917,26.11.2023 21:00 - 26.11.2023 22:00,122.41,EUR,
7918,26.11.2023 22:00 - 26.11.2023 23:00,116.13,EUR,
7919,26.11.2023 23:00 - 27.11.2023 00:00,99.47,EUR,
7920,27.11.2023 00:00 - 27.11.2023 01:00,96.18,EUR,
7921,27.11.2023 01:00 - 27.11.2023 02:00,91.17,EUR,
7922,27.11.2023 02:00 - 27.11.2023 03:00,87.74,EUR,
7923,27.11.2023 03:00 - 27.11.2023 04:00,86.68,EUR,
7924,27.11.2023 04:00 - 27.11.2023 05:00,85.8,EUR,
7925,27.11.2023 05:00 - 27.11.2023 06:00,94.09,EUR,
7926,27.11.2023 06:00 - 27.11.2023 07:00,122.01,EUR,
7927,27.11.2023 07:00 - 27.11.2023 08:00,138.92,EUR,
7928,27.11.2023 08:00 - 27.11.2023 09:00,144.99,EUR,
7929,27.11.2023 09:00 - 27.11.2023 10:00,139.41,EUR,
7930,27.11.2023 10:00 - 27.11.2023 11:00,138.0,EUR,
7931,27.11.2023 11:00 - 27.11.2023 12:00,136.94,EUR,
7932,27.11.2023 12:00 - 27.11.2023 13:00,129.82,EUR,
7933,27.11.2023 13:00 - 27.11.2023 14:00,128.56,EUR,
7934,27.11.2023 14:00 - 27.11.2023 15:00,125.59,EUR,
7935,27.11.2023 15:00 - 27.11.2023 16:00,117.45,EUR,
7936,27.11.2023 16:00 - 27.11.2023 17:00,113.08,EUR,
7937,27.11.2023 17:00 - 27.11.2023 18:00,121.54,EUR,
7938,27.11.2023 18:00 - 27.11.2023 19:00,114.98,EUR,
7939,27.11.2023 19:00 - 27.11.2023 20:00,102.2,EUR,
7940,27.11.2023 20:00 - 27.11.2023 21:00,97.49,EUR,
7941,27.11.2023 21:00 - 27.11.2023 22:00,91.53,EUR,
7942,27.11.2023 22:00 - 27.11.2023 23:00,83.43,EUR,
7943,27.11.2023 23:00 - 28.11.2023 00:00,80.74,EUR,
7944,28.11.2023 00:00 - 28.11.2023 01:00,51.02,EUR,
7945,28.11.2023 01:00 - 28.11.2023 02:00,45.41,EUR,
7946,28.11.2023 02:00 - 28.11.2023 03:00,40.04,EUR,
7947,28.11.2023 03:00 - 28.11.2023 04:00,40.05,EUR,
7948,28.11.2023 04:00 - 28.11.2023 05:00,40.1,EUR,
7949,28.11.2023 05:00 - 28.11.2023 06:00,78.13,EUR,
7950,28.11.2023 06:00 - 28.11.2023 07:00,89.34,EUR,
7951,28.11.2023 07:00 - 28.11.2023 08:00,112.82,EUR,
7952,28.11.2023 08:00 - 28.11.2023 09:00,127.03,EUR,
7953,28.11.2023 09:00 - 28.11.2023 10:00,138.08,EUR,
7954,28.11.2023 10:00 - 28.11.2023 11:00,139.3,EUR,
7955,28.11.2023 11:00 - 28.11.2023 12:00,138.5,EUR,
7956,28.11.2023 12:00 - 28.11.2023 13:00,135.6,EUR,
7957,28.11.2023 13:00 - 28.11.2023 14:00,133.73,EUR,
7958,28.11.2023 14:00 - 28.11.2023 15:00,139.86,EUR,
7959,28.11.2023 15:00 - 28.11.2023 16:00,145.65,EUR,
7960,28.11.2023 16:00 - 28.11.2023 17:00,164.01,EUR,
7961,28.11.2023 17:00 - 28.11.2023 18:00,189.98,EUR,
7962,28.11.2023 18:00 - 28.11.2023 19:00,177.0,EUR,
7963,28.11.2023 19:00 - 28.11.2023 20:00,155.55,EUR,
7964,28.11.2023 20:00 - 28.11.2023 21:00,138.85,EUR,
7965,28.11.2023 21:00 - 28.11.2023 22:00,121.56,EUR,
7966,28.11.2023 22:00 - 28.11.2023 23:00,113.62,EUR,
7967,28.11.2023 23:00 - 29.11.2023 00:00,105.62,EUR,
7968,29.11.2023 00:00 - 29.11.2023 01:00,98.43,EUR,
7969,29.11.2023 01:00 - 29.11.2023 02:00,74.95,EUR,
7970,29.11.2023 02:00 - 29.11.2023 03:00,36.4,EUR,
7971,29.11.2023 03:00 - 29.11.2023 04:00,34.42,EUR,
7972,29.11.2023 04:00 - 29.11.2023 05:00,55.65,EUR,
7973,29.11.2023 05:00 - 29.11.2023 06:00,93.92,EUR,
7974,29.11.2023 06:00 - 29.11.2023 07:00,102.84,EUR,
7975,29.11.2023 07:00 - 29.11.2023 08:00,132.59,EUR,
7976,29.11.2023 08:00 - 29.11.2023 09:00,149.33,EUR,
7977,29.11.2023 09:00 - 29.11.2023 10:00,142.55,EUR,
7978,29.11.2023 10:00 - 29.11.2023 11:00,137.01,EUR,
7979,29.11.2023 11:00 - 29.11.2023 12:00,130.37,EUR,
7980,29.11.2023 12:00 - 29.11.2023 13:00,131.24,EUR,
7981,29.11.2023 13:00 - 29.11.2023 14:00,136.13,EUR,
7982,29.11.2023 14:00 - 29.11.2023 15:00,149.95,EUR,
7983,29.11.2023 15:00 - 29.11.2023 16:00,168.0,EUR,
7984,29.11.2023 16:00 - 29.11.2023 17:00,200.0,EUR,
7985,29.11.2023 17:00 - 29.11.2023 18:00,250.0,EUR,
7986,29.11.2023 18:00 - 29.11.2023 19:00,250.0,EUR,
7987,29.11.2023 19:00 - 29.11.2023 20:00,200.0,EUR,
7988,29.11.2023 20:00 - 29.11.2023 21:00,161.0,EUR,
7989,29.11.2023 21:00 - 29.11.2023 22:00,139.01,EUR,
7990,29.11.2023 22:00 - 29.11.2023 23:00,125.05,EUR,
7991,29.11.2023 23:00 - 30.11.2023 00:00,110.72,EUR,
7992,30.11.2023 00:00 - 30.11.2023 01:00,101.96,EUR,
7993,30.11.2023 01:00 - 30.11.2023 02:00,101.28,EUR,
7994,30.11.2023 02:00 - 30.11.2023 03:00,99.03,EUR,
7995,30.11.2023 03:00 - 30.11.2023 04:00,97.1,EUR,
7996,30.11.2023 04:00 - 30.11.2023 05:00,98.68,EUR,
7997,30.11.2023 05:00 - 30.11.2023 06:00,103.22,EUR,
7998,30.11.2023 06:00 - 30.11.2023 07:00,129.41,EUR,
7999,30.11.2023 07:00 - 30.11.2023 08:00,168.09,EUR,
8000,30.11.2023 08:00 - 30.11.2023 09:00,219.27,EUR,
8001,30.11.2023 09:00 - 30.11.2023 10:00,237.13,EUR,
8002,30.11.2023 10:00 - 30.11.2023 11:00,222.5,EUR,
8003,30.11.2023 11:00 - 30.11.2023 12:00,223.34,EUR,
8004,30.11.2023 12:00 - 30.11.2023 13:00,195.21,EUR,
8005,30.11.2023 13:00 - 30.11.2023 14:00,189.81,EUR,
8006,30.11.2023 14:00 - 30.11.2023 15:00,195.0,EUR,
8007,30.11.2023 15:00 - 30.11.2023 16:00,189.35,EUR,
8008,30.11.2023 16:00 - 30.11.2023 17:00,226.0,EUR,
8009,30.11.2023 17:00 - 30.11.2023 18:00,259.86,EUR,
8010,30.11.2023 18:00 - 30.11.2023 19:00,241.43,EUR,
8011,30.11.2023 19:00 - 30.11.2023 20:00,188.85,EUR,
8012,30.11.2023 20:00 - 30.11.2023 21:00,149.72,EUR,
8013,30.11.2023 21:00 - 30.11.2023 22:00,128.61,EUR,
8014,30.11.2023 22:00 - 30.11.2023 23:00,120.86,EUR,
8015,30.11.2023 23:00 - 01.12.2023 00:00,110.27,EUR,
8016,01.12.2023 00:00 - 01.12.2023 01:00,72.68,EUR,
8017,01.12.2023 01:00 - 01.12.2023 02:00,70.06,EUR,
8018,01.12.2023 02:00 - 01.12.2023 03:00,68.99,EUR,
8019,01.12.2023 03:00 - 01.12.2023 04:00,68.94,EUR,
8020,01.12.2023 04:00 - 01.12.2023 05:00,73.46,EUR,
8021,01.12.2023 05:00 - 01.12.2023 06:00,79.99,EUR,
8022,01.12.2023 06:00 - 01.12.2023 07:00,116.13,EUR,
8023,01.12.2023 07:00 - 01.12.2023 08:00,147.4,EUR,
8024,01.12.2023 08:00 - 01.12.2023 09:00,198.29,EUR,
8025,01.12.2023 09:00 - 01.12.2023 10:00,216.18,EUR,
8026,01.12.2023 10:00 - 01.12.2023 11:00,209.12,EUR,
8027,01.12.2023 11:00 - 01.12.2023 12:00,207.33,EUR,
8028,01.12.2023 12:00 - 01.12.2023 13:00,197.09,EUR,
8029,01.12.2023 13:00 - 01.12.2023 14:00,170.11,EUR,
8030,01.12.2023 14:00 - 01.12.2023 15:00,174.32,EUR,
8031,01.12.2023 15:00 - 01.12.2023 16:00,184.4,EUR,
8032,01.12.2023 16:00 - 01.12.2023 17:00,200.05,EUR,
8033,01.12.2023 17:00 - 01.12.2023 18:00,225.15,EUR,
8034,01.12.2023 18:00 - 01.12.2023 19:00,199.16,EUR,
8035,01.12.2023 19:00 - 01.12.2023 20:00,163.33,EUR,
8036,01.12.2023 20:00 - 01.12.2023 21:00,138.49,EUR,
8037,01.12.2023 21:00 - 01.12.2023 22:00,121.25,EUR,
8038,01.12.2023 22:00 - 01.12.2023 23:00,114.96,EUR,
8039,01.12.2023 23:00 - 02.12.2023 00:00,105.0,EUR,
8040,02.12.2023 00:00 - 02.12.2023 01:00,102.17,EUR,
8041,02.12.2023 01:00 - 02.12.2023 02:00,97.76,EUR,
8042,02.12.2023 02:00 - 02.12.2023 03:00,91.55,EUR,
8043,02.12.2023 03:00 - 02.12.2023 04:00,89.97,EUR,
8044,02.12.2023 04:00 - 02.12.2023 05:00,95.12,EUR,
8045,02.12.2023 05:00 - 02.12.2023 06:00,95.72,EUR,
8046,02.12.2023 06:00 - 02.12.2023 07:00,96.55,EUR,
8047,02.12.2023 07:00 - 02.12.2023 08:00,101.63,EUR,
8048,02.12.2023 08:00 - 02.12.2023 09:00,116.61,EUR,
8049,02.12.2023 09:00 - 02.12.2023 10:00,124.52,EUR,
8050,02.12.2023 10:00 - 02.12.2023 11:00,131.02,EUR,
8051,02.12.2023 11:00 - 02.12.2023 12:00,127.22,EUR,
8052,02.12.2023 12:00 - 02.12.2023 13:00,121.58,EUR,
8053,02.12.2023 13:00 - 02.12.2023 14:00,114.58,EUR,
8054,02.12.2023 14:00 - 02.12.2023 15:00,118.52,EUR,
8055,02.12.2023 15:00 - 02.12.2023 16:00,123.5,EUR,
8056,02.12.2023 16:00 - 02.12.2023 17:00,129.79,EUR,
8057,02.12.2023 17:00 - 02.12.2023 18:00,144.04,EUR,
8058,02.12.2023 18:00 - 02.12.2023 19:00,144.96,EUR,
8059,02.12.2023 19:00 - 02.12.2023 20:00,129.56,EUR,
8060,02.12.2023 20:00 - 02.12.2023 21:00,119.58,EUR,
8061,02.12.2023 21:00 - 02.12.2023 22:00,112.08,EUR,
8062,02.12.2023 22:00 - 02.12.2023 23:00,106.7,EUR,
8063,02.12.2023 23:00 - 03.12.2023 00:00,102.94,EUR,
8064,03.12.2023 00:00 - 03.12.2023 01:00,105.15,EUR,
8065,03.12.2023 01:00 - 03.12.2023 02:00,99.7,EUR,
8066,03.12.2023 02:00 - 03.12.2023 03:00,94.97,EUR,
8067,03.12.2023 03:00 - 03.12.2023 04:00,88.83,EUR,
8068,03.12.2023 04:00 - 03.12.2023 05:00,92.35,EUR,
8069,03.12.2023 05:00 - 03.12.2023 06:00,89.52,EUR,
8070,03.12.2023 06:00 - 03.12.2023 07:00,88.86,EUR,
8071,03.12.2023 07:00 - 03.12.2023 08:00,92.13,EUR,
8072,03.12.2023 08:00 - 03.12.2023 09:00,97.02,EUR,
8073,03.12.2023 09:00 - 03.12.2023 10:00,100.15,EUR,
8074,03.12.2023 10:00 - 03.12.2023 11:00,104.96,EUR,
8075,03.12.2023 11:00 - 03.12.2023 12:00,105.07,EUR,
8076,03.12.2023 12:00 - 03.12.2023 13:00,103.68,EUR,
8077,03.12.2023 13:00 - 03.12.2023 14:00,102.46,EUR,
8078,03.12.2023 14:00 - 03.12.2023 15:00,105.68,EUR,
8079,03.12.2023 15:00 - 03.12.2023 16:00,117.83,EUR,
8080,03.12.2023 16:00 - 03.12.2023 17:00,125.2,EUR,
8081,03.12.2023 17:00 - 03.12.2023 18:00,131.72,EUR,
8082,03.12.2023 18:00 - 03.12.2023 19:00,132.22,EUR,
8083,03.12.2023 19:00 - 03.12.2023 20:00,126.07,EUR,
8084,03.12.2023 20:00 - 03.12.2023 21:00,112.33,EUR,
8085,03.12.2023 21:00 - 03.12.2023 22:00,101.95,EUR,
8086,03.12.2023 22:00 - 03.12.2023 23:00,99.09,EUR,
8087,03.12.2023 23:00 - 04.12.2023 00:00,91.12,EUR,
8088,04.12.2023 00:00 - 04.12.2023 01:00,96.17,EUR,
8089,04.12.2023 01:00 - 04.12.2023 02:00,92.49,EUR,
8090,04.12.2023 02:00 - 04.12.2023 03:00,90.46,EUR,
8091,04.12.2023 03:00 - 04.12.2023 04:00,88.12,EUR,
8092,04.12.2023 04:00 - 04.12.2023 05:00,88.58,EUR,
8093,04.12.2023 05:00 - 04.12.2023 06:00,94.99,EUR,
8094,04.12.2023 06:00 - 04.12.2023 07:00,106.82,EUR,
8095,04.12.2023 07:00 - 04.12.2023 08:00,199.03,EUR,
8096,04.12.2023 08:00 - 04.12.2023 09:00,235.61,EUR,
8097,04.12.2023 09:00 - 04.12.2023 10:00,236.49,EUR,
8098,04.12.2023 10:00 - 04.12.2023 11:00,206.33,EUR,
8099,04.12.2023 11:00 - 04.12.2023 12:00,166.09,EUR,
8100,04.12.2023 12:00 - 04.12.2023 13:00,160.07,EUR,
8101,04.12.2023 13:00 - 04.12.2023 14:00,167.0,EUR,
8102,04.12.2023 14:00 - 04.12.2023 15:00,175.04,EUR,
8103,04.12.2023 15:00 - 04.12.2023 16:00,209.76,EUR,
8104,04.12.2023 16:00 - 04.12.2023 17:00,262.73,EUR,
8105,04.12.2023 17:00 - 04.12.2023 18:00,206.35,EUR,
8106,04.12.2023 18:00 - 04.12.2023 19:00,184.29,EUR,
8107,04.12.2023 19:00 - 04.12.2023 20:00,151.05,EUR,
8108,04.12.2023 20:00 - 04.12.2023 21:00,124.49,EUR,
8109,04.12.2023 21:00 - 04.12.2023 22:00,108.46,EUR,
8110,04.12.2023 22:00 - 04.12.2023 23:00,102.69,EUR,
8111,04.12.2023 23:00 - 05.12.2023 00:00,94.79,EUR,
8112,05.12.2023 00:00 - 05.12.2023 01:00,93.76,EUR,
8113,05.12.2023 01:00 - 05.12.2023 02:00,90.82,EUR,
8114,05.12.2023 02:00 - 05.12.2023 03:00,88.47,EUR,
8115,05.12.2023 03:00 - 05.12.2023 04:00,87.54,EUR,
8116,05.12.2023 04:00 - 05.12.2023 05:00,88.56,EUR,
8117,05.12.2023 05:00 - 05.12.2023 06:00,94.32,EUR,
8118,05.12.2023 06:00 - 05.12.2023 07:00,110.73,EUR,
8119,05.12.2023 07:00 - 05.12.2023 08:00,187.19,EUR,
8120,05.12.2023 08:00 - 05.12.2023 09:00,332.0,EUR,
8121,05.12.2023 09:00 - 05.12.2023 10:00,250.08,EUR,
8122,05.12.2023 10:00 - 05.12.2023 11:00,249.89,EUR,
8123,05.12.2023 11:00 - 05.12.2023 12:00,202.95,EUR,
8124,05.12.2023 12:00 - 05.12.2023 13:00,187.85,EUR,
8125,05.12.2023 13:00 - 05.12.2023 14:00,188.73,EUR,
8126,05.12.2023 14:00 - 05.12.2023 15:00,199.19,EUR,
8127,05.12.2023 15:00 - 05.12.2023 16:00,226.94,EUR,
8128,05.12.2023 16:00 - 05.12.2023 17:00,225.73,EUR,
8129,05.12.2023 17:00 - 05.12.2023 18:00,172.6,EUR,
8130,05.12.2023 18:00 - 05.12.2023 19:00,151.29,EUR,
8131,05.12.2023 19:00 - 05.12.2023 20:00,143.19,EUR,
8132,05.12.2023 20:00 - 05.12.2023 21:00,128.63,EUR,
8133,05.12.2023 21:00 - 05.12.2023 22:00,117.83,EUR,
8134,05.12.2023 22:00 - 05.12.2023 23:00,111.55,EUR,
8135,05.12.2023 23:00 - 06.12.2023 00:00,103.28,EUR,
8136,06.12.2023 00:00 - 06.12.2023 01:00,97.31,EUR,
8137,06.12.2023 01:00 - 06.12.2023 02:00,94.85,EUR,
8138,06.12.2023 02:00 - 06.12.2023 03:00,93.66,EUR,
8139,06.12.2023 03:00 - 06.12.2023 04:00,93.2,EUR,
8140,06.12.2023 04:00 - 06.12.2023 05:00,92.82,EUR,
8141,06.12.2023 05:00 - 06.12.2023 06:00,95.33,EUR,
8142,06.12.2023 06:00 - 06.12.2023 07:00,106.94,EUR,
8143,06.12.2023 07:00 - 06.12.2023 08:00,137.15,EUR,
8144,06.12.2023 08:00 - 06.12.2023 09:00,171.99,EUR,
8145,06.12.2023 09:00 - 06.12.2023 10:00,171.52,EUR,
8146,06.12.2023 10:00 - 06.12.2023 11:00,154.48,EUR,
8147,06.12.2023 11:00 - 06.12.2023 12:00,149.88,EUR,
8148,06.12.2023 12:00 - 06.12.2023 13:00,149.69,EUR,
8149,06.12.2023 13:00 - 06.12.2023 14:00,144.5,EUR,
8150,06.12.2023 14:00 - 06.12.2023 15:00,143.96,EUR,
8151,06.12.2023 15:00 - 06.12.2023 16:00,147.53,EUR,
8152,06.12.2023 16:00 - 06.12.2023 17:00,164.0,EUR,
8153,06.12.2023 17:00 - 06.12.2023 18:00,178.07,EUR,
8154,06.12.2023 18:00 - 06.12.2023 19:00,165.28,EUR,
8155,06.12.2023 19:00 - 06.12.2023 20:00,149.93,EUR,
8156,06.12.2023 20:00 - 06.12.2023 21:00,126.14,EUR,
8157,06.12.2023 21:00 - 06.12.2023 22:00,112.33,EUR,
8158,06.12.2023 22:00 - 06.12.2023 23:00,104.0,EUR,
8159,06.12.2023 23:00 - 07.12.2023 00:00,97.74,EUR,
8160,07.12.2023 00:00 - 07.12.2023 01:00,96.03,EUR,
8161,07.12.2023 01:00 - 07.12.2023 02:00,94.81,EUR,
8162,07.12.2023 02:00 - 07.12.2023 03:00,93.85,EUR,
8163,07.12.2023 03:00 - 07.12.2023 04:00,89.99,EUR,
8164,07.12.2023 04:00 - 07.12.2023 05:00,89.57,EUR,
8165,07.12.2023 05:00 - 07.12.2023 06:00,93.39,EUR,
8166,07.12.2023 06:00 - 07.12.2023 07:00,109.33,EUR,
8167,07.12.2023 07:00 - 07.12.2023 08:00,127.41,EUR,
8168,07.12.2023 08:00 - 07.12.2023 09:00,150.0,EUR,
8169,07.12.2023 09:00 - 07.12.2023 10:00,137.7,EUR,
8170,07.12.2023 10:00 - 07.12.2023 11:00,134.36,EUR,
8171,07.12.2023 11:00 - 07.12.2023 12:00,138.17,EUR,
8172,07.12.2023 12:00 - 07.12.2023 13:00,137.99,EUR,
8173,07.12.2023 13:00 - 07.12.2023 14:00,138.35,EUR,
8174,07.12.2023 14:00 - 07.12.2023 15:00,138.08,EUR,
8175,07.12.2023 15:00 - 07.12.2023 16:00,138.02,EUR,
8176,07.12.2023 16:00 - 07.12.2023 17:00,133.87,EUR,
8177,07.12.2023 17:00 - 07.12.2023 18:00,128.59,EUR,
8178,07.12.2023 18:00 - 07.12.2023 19:00,116.62,EUR,
8179,07.12.2023 19:00 - 07.12.2023 20:00,100.91,EUR,
8180,07.12.2023 20:00 - 07.12.2023 21:00,97.9,EUR,
8181,07.12.2023 21:00 - 07.12.2023 22:00,94.19,EUR,
8182,07.12.2023 22:00 - 07.12.2023 23:00,93.62,EUR,
8183,07.12.2023 23:00 - 08.12.2023 00:00,87.08,EUR,
8184,08.12.2023 00:00 - 08.12.2023 01:00,87.09,EUR,
8185,08.12.2023 01:00 - 08.12.2023 02:00,83.26,EUR,
8186,08.12.2023 02:00 - 08.12.2023 03:00,81.43,EUR,
8187,08.12.2023 03:00 - 08.12.2023 04:00,79.52,EUR,
8188,08.12.2023 04:00 - 08.12.2023 05:00,80.0,EUR,
8189,08.12.2023 05:00 - 08.12.2023 06:00,87.04,EUR,
8190,08.12.2023 06:00 - 08.12.2023 07:00,96.8,EUR,
8191,08.12.2023 07:00 - 08.12.2023 08:00,104.18,EUR,
8192,08.12.2023 08:00 - 08.12.2023 09:00,112.65,EUR,
8193,08.12.2023 09:00 - 08.12.2023 10:00,118.52,EUR,
8194,08.12.2023 10:00 - 08.12.2023 11:00,118.75,EUR,
8195,08.12.2023 11:00 - 08.12.2023 12:00,117.25,EUR,
8196,08.12.2023 12:00 - 08.12.2023 13:00,116.66,EUR,
8197,08.12.2023 13:00 - 08.12.2023 14:00,111.78,EUR,
8198,08.12.2023 14:00 - 08.12.2023 15:00,109.6,EUR,
8199,08.12.2023 15:00 - 08.12.2023 16:00,114.67,EUR,
8200,08.12.2023 16:00 - 08.12.2023 17:00,111.41,EUR,
8201,08.12.2023 17:00 - 08.12.2023 18:00,114.34,EUR,
8202,08.12.2023 18:00 - 08.12.2023 19:00,114.92,EUR,
8203,08.12.2023 19:00 - 08.12.2023 20:00,102.34,EUR,
8204,08.12.2023 20:00 - 08.12.2023 21:00,94.9,EUR,
8205,08.12.2023 21:00 - 08.12.2023 22:00,82.44,EUR,
8206,08.12.2023 22:00 - 08.12.2023 23:00,73.22,EUR,
8207,08.12.2023 23:00 - 09.12.2023 00:00,69.99,EUR,
8208,09.12.2023 00:00 - 09.12.2023 01:00,60.0,EUR,
8209,09.12.2023 01:00 - 09.12.2023 02:00,59.71,EUR,
8210,09.12.2023 02:00 - 09.12.2023 03:00,59.61,EUR,
8211,09.12.2023 03:00 - 09.12.2023 04:00,58.65,EUR,
8212,09.12.2023 04:00 - 09.12.2023 05:00,60.0,EUR,
8213,09.12.2023 05:00 - 09.12.2023 06:00,54.83,EUR,
